update_seq,update_kind,instance,digest,coverage_after,pre_delivery_visible_cov,delivered_at_unix,signaling_delay_s,writer_seq,future_use_count,seq,t_send_unix,point_id,cell_id,rep,zipf_alpha,overlap,concurrency,rho,policy,send_ts_unix,coverage_before_source,source_coverage_delta,update_age_s,advertised_before,dispatcher_visible_before,best_visible_cov,second_visible_cov,visible_cov_gap,replica_visible_count,source_best_cov,digest_req_count_recent,in_flight_frames,ewma_delivery_delay_s,dispatcher_loads,dispatcher_rr,supersedes_in_flight,use_index,use_request_id,use_dispatch_time_unix,use_discard,superseded_before_use,decision_without_update,decision_with_update,decision_flip,native_instance_without,selected_instance_without,selected_instance_with,selected_load_without,selected_load_with,reusable_coverage_without,reusable_coverage_with,reusable_coverage_gain,estimated_prefill_gain_ms,estimated_queue_delta_ms,estimated_net_gain_ms,signaling_cost_ms,oracle_value_ms,oracle_value_net_of_cost_ms,realized_ttft_ms,realized_cached_tokens,world1_expected_net_ms
168,upsert,0,L0042,2048,0,1787899160.3307822,33.415263414382935,75,1,168,1787899126.9155188,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899126.9154832,0,2048,,0,0,0,0,0,0,0,0,128,52.883159063756466,0;0;0;0,0,0,1,59,1787899180.5376518,,0,1,1,0,3,1,1,1,1,2048,2048,0,0.0,0.0,0.0,33415.263414382935,0.0,-33415.263414382935,1465.145001,2080.0,38.96
169,upsert,1,L0042,2048,0,1787899160.330828,33.41496539115906,76,1,169,1787899126.9158626,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899126.915843,0,2048,,0,0,0,0,0,0,0,0,129,52.883159063756466,0;0;0;0,0,0,1,59,1787899180.5376518,,0,0,1,1,3,0,1,2,1,2048,2048,0,0.0,-2.0,2.0,33414.96539115906,2.0,-33412.96539115906,1465.145001,2080.0,38.96
176,upsert,0,L0044,2048,0,1787899160.3309617,27.468899965286255,79,1,176,1787899132.8620617,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899132.862034,0,2048,,0,0,0,0,0,0,0,0,129,49.035803809762,0;0;0;0,0,0,1,51,1787899174.5845044,,0,1,1,0,3,1,1,1,1,2048,2048,0,0.0,0.0,0.0,27468.899965286255,0.0,-27468.899965286255,1305.978846,2080.0,38.96
177,upsert,1,L0044,2048,0,1787899168.0831125,35.22070837020874,80,1,177,1787899132.862404,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899132.8623877,0,2048,,0,0,0,0,0,0,0,0,130,49.035803809762,0;0;0;0,0,0,1,51,1787899174.5845044,,0,0,1,1,3,0,1,2,1,2048,2048,0,0.0,-2.0,2.0,35220.70837020874,2.0,-35218.70837020874,1305.978846,2080.0,38.96
184,upsert,0,L0046,2048,0,1787899168.083359,29.720584630966187,83,1,184,1787899138.3627744,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899138.3627472,0,2048,,0,0,0,0,0,0,0,0,129,46.27189353853464,0;0;0;0,0,0,1,58,1787899180.5376067,,0,1,0,1,3,1,0,1,1,2048,2048,0,0.0,0.0,0.0,29720.584630966187,0.0,-29720.584630966187,1441.824009,2080.0,38.96
185,upsert,1,L0046,2048,0,1787899168.0834038,29.72029209136963,84,1,185,1787899138.3631117,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899138.3630958,0,2048,,0,0,0,0,0,0,0,0,130,46.27189353853464,0;0;0;0,0,0,1,58,1787899180.5376067,,0,0,0,0,3,0,0,1,1,2048,2048,0,0.0,0.0,0.0,29720.29209136963,0.0,-29720.29209136963,1441.824009,2080.0,38.96
194,upsert,0,L0014,2048,2048,1787899176.5163178,32.19408869743347,89,1,194,1787899144.3222291,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899144.322214,2048,0,97.18267154693604,0,2048,2048,2048,0,2,0,1,139,46.27189353853464,0;1;0;0,7,0,1,57,1787899180.5375545,,0,1,1,0,1,1,1,0,0,0,0,0,0.0,0.0,0.0,32194.08869743347,0.0,-32194.08869743347,1186.237107,2608.0,0.0
195,upsert,1,L0023,2048,2048,1787899176.516369,32.19393253326416,90,1,195,1787899144.3224366,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899144.3224232,2048,0,71.41364812850952,0,2048,2048,2048,0,2,0,1,140,46.27189353853464,0;0;0;0,7,0,1,63,1787899182.6875122,,0,1,1,0,1,1,1,0,0,0,0,0,0.0,0.0,0.0,32193.93253326416,0.0,-32193.93253326416,190.885434,2608.0,0.0
196,upsert,3,L0000,2048,0,1787899176.5164156,30.40943479537964,91,1,196,1787899146.1069808,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899146.1069531,2048,0,138.49955248832703,0,0,0,0,0,0,0,2,133,43.24471818655729,1;1;1;0,13,1,1,60,1787899182.68736,,0,2,2,0,3,2,2,0,0,512,512,0,0.0,0.0,0.0,30409.43479537964,0.0,-30409.43479537964,317.580154,2608.0,10.24
197,upsert,2,L0000,2560,0,1787899176.5164587,30.409130096435547,92,1,197,1787899146.1073287,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899146.1073096,2048,512,138.49998784065247,0,0,0,0,0,0,0,2,134,43.24471818655729,1;1;0;0,13,1,1,60,1787899182.68736,,0,3,2,1,3,3,2,0,0,0,512,512,10.24,0.0,10.24,30409.130096435547,10.24,-30398.890096435545,317.580154,2608.0,10.24
199,upsert,0,L0028,2048,2048,1787899176.5165465,30.408793210983276,94,1,199,1787899146.1077533,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899146.1077378,2048,0,59.37087893486023,0,2048,2048,2048,0,2,0,1,136,43.24471818655729,0;0;0;0,13,0,1,55,1787899177.7216756,,0,0,0,0,2,0,0,1,1,2048,2048,0,0.0,0.0,0.0,30408.793210983276,0.0,-30408.793210983276,1489.661711,2080.0,38.96
